40,25,42,27,40,26,61,46,32,52,56,72,40,36,61,30,71,27,70,55,48,30,80,41,32,33,27,41,27,27,25,27,44,28,38,27,26,27,37,37,29,27,26,34,31,28
49,26,71,40,26,60,49,28,39,28,36,27,37,51,27,39,30,45,28,27,38,28,39,28,39,27,26,26,35,27,26,27,27,26,27,42,27,40,27,27,26,26,43,28
36,26,62,45,72,28,33,52,28,36,27,55,37,27,26,26,28,42,30,36,28,39,27,40,27,28,29,33,28,27,26,26,43,27,28,26,27,42,28,27,26,27,42,28,39,27,46,44,27
30,53,27,54,40,28,34,68,33,39,46,46,36,28,38,28,27,25,38,34,37,44,35,27,44,27,27,41,27,27,25,27,43,27,27,27,37,27,39,28,26,28
