35.6,31.44,32.35,29.21,31.76,31.61,33.44,29.72,31.82,32.04,34.56,31.06,32.13,32.03,35.81,31.07,33.14,37.16,33.09,34.69,33.27,38.55,37.57,33.78,35.87,35.88,30.47,32.43,32.89,30.62,33.02,31.3,33.44,29.11,64.67,52.05,73.08,47.55,44.38,35.56,36.82,33.63,37.56,31.61,42.69,41.53,41.81,36,31,35.18,34.41,32.46,31.12,34.41,36.39,32.17,35.07,37.09,32.36,28.78,31.61,32.65,36.58,30.43,42.03,32.58,32.59,29.96,35.58,38.23,38.12,33.37,28.95,33.09,30.69,29.77,33.2,30.91,32.22,33.63,32.06,29.09,33.21,30.15,33.46,29.68,31.54,31.55,32.33,33.84,29.51
39.13,33.93,30.3,32.79,29.07,31.9,34.57,32,28.85,33.46,32.92,29.46,31.67,31.62,33.22,31.39,31.29,32.53,32,31.67,30.8,32.83,30.03,33.04,33.22,43.78,56.87,60.22,44.21,43.51,33.63,33.06,29.1,36.53,41.58,37.4,52.15,37.74,30.89,33.17,29.77,55.2,34.99,28.84,32.81,32.49,32.31,30.22,34.18,28.98,33.11,30.36,31.35,31.75,32.49,33.42,31.97,29.37,33.35,29.3,33.38,30.86,32.39,28.93,31.5
31.61,30.8,29.51,33.8,33.79,31.04,29.02,31.03,32.52,31.35,32.97,29.24,31.78,32.75,35.75,30.29,33.13,29.95,33,30.33,31.82,45,35.59,74.34,45.08,36.89,32.03,34.93,34.42,32.94,41.79,39.82,57.5,32.37,33.98,32.58,32.16
30.22,33.5,31.94,28.62,31.15,31.58,34.12,31.19,28.96,32.15,31.13,31.85,32.27,30.68,36.35,33.57,34.31,28.99,31.52,32.85,29.36,34.33,30.51,33.11,29.78,53.56,44.72,74.24,42.41,39.99,32.98,34.64,29.04,32.85,45.94,41.15,42.42,42.35,34.67,31.08,30.2,54.67,33.72,31.3,31.89,32.31,33.72,31.01,29.5,32.5,33.29,30.98,33.26,28.92,31.99,32.01,31.5,31.64,32.6,29.3,31.32,30.48,32.19,31.32,32.21,34.39
