37.6,33.51,34.39,29.74,30.73,35.29,33.29,32.98,32.13,30.09,29.75,31.07,33.37,32.7,29.1,33.4,30.5,32.68,30.08,31.64,32.72,29.18,34.9,45.25,38.38,93.47,38.29,39.51,48.95,40.75,29.5,37.1,35.7,31.44,37.64,32.7,28.66,60.27,39.61,35.6,33.98,33.8,32.22,34.21,28.74,34.46,35.33,30.13,33.86,33.28,33.18,33.85,29.21,32.02,32.1,30.25,37.37,33.85,32.84,30.46,32.25,31.78
46.54,51.78,58.29,52.42,37.15,36.82,29.97,34.73,32.48,33.06,35.67
51.34,49.68,73.19,31.56,34.39,34.41,32.34,32.74,33.81,39.97,34.73
45.57,49.27,52.94,45.27,34.66,33.73,33.55,30.08,33.55,34.69,29.86,36.53,30.66
