41.68,30.42,31.95,32.45,29.22,33.19,33.53,30.8,31.17,33.35,34.7,32.27,31.53,32.65,32.29,30.23,32.36,31.29,31.78,35.3,31.78,37.28,30.53,33.62,28.88,34.28,30.9,30.22,34.08,29.6,32.22,32.03,29.22,32.74,29.53,33.32,30.94,34.73,30.71,32.01,31.35,31.89,33.47,33.32,33.08,29.76,32.38,31.58,48.47,40.5,55.83,40.18,45.3,39.76,35.69,33.78,34.55,34.77,34.9,36.65,38.83,43.34,32.66,32.81,33.57,30.8,30.92,32.28,31.67,31.98,32.77,29.56,32.97,30.84,34.31,32.8,33.15,40.07,32.81,33.25,42.15,33,29.65,32.92,31.52,35.47,36.23,49.56
32.85,30.75,32.78,28.49,32.78,30.03,30.86,31.24,33.35,30.71,30.32,30.56,33.18,32.26,35.14,32.94,31.29,31.2,32.39,29.41,32.9,29.75,32.71,29.93,32.47,30.8,34.97,28.81,30.62,31.48,34.85,29.94,32.37,28.89,33.14,30.31,33.06,41.55,32.61,35.47,43.9,36,38.41,37.45,44.32,29.88,33.59,29.6,33.34,32.04,32.5,47.05,44.28,46.41,35.5,33.46,31.94,49.54,35.06,39.68,31.67,32.92,29.64,32.91,30.17,34.18,29.07,35.79,31,28.98,31.58,29.93,33.95,30.21,30.62,32.25,33.52,29.36,37.47
32.53,30.01,32.96,30.77,32.67,28.76,32.53,30.77,32.82,32.74,28.83,32.68,29.18,33.11,31.52,33.49,28.96,32.7,29.44,32.56,31.35,36.63,37.8,46.79,47.82,39.76,35.34,32.32,31.74,32.32,32.71,32.1,38.47,35.36,37.42,44.23,33.21,31.44,34.39
35.51,32.12,31.41,32.83,31.18,29.75,33.14,32.15,29.12,32.8,29.41,33.43,30.74,30.08,34.43,31.08,30.87,30.5,31.21,31.58,31.22,29.93,30.98,39.45,55.45,67.78,46.01,49,38.55,31.97,30.75,35.58,34.09,30.17,45.66,45.77,39.09,49.82,34.89,33.16,56.82
