38.6,32.37,29.12,31.94,30.98,32.3,33.13,29.48,31.57,33.04,31.44,32.53,34.14,30.64,34.66,30.91,32.67,30.39,32.91,32.09,33.85,32.79,31.74,32.96,33.27,31.38,43.64,34.58,36.47,48.78,40.02,33.36,36.46,33.78,34.87,35.34,33.38,39.25,34.3,45.87,34.62,30.16,34.27,34.68,42,34.24,31,33.51,30.46,34.11,30.05,33.95,30.41,34.17,30.99,33.64,30.82,33.23,33.49,34.81,29.27,33.31,32.96
33.95,33.76,30.68,32.59,28.97,33.61,32.93,30,32.73,31.68,29.01,32.24,31.07,33.08,32.51,31.73,29.09,33.03,30.25,32.49,33.73,41.31,35.63,50.52,42.49,40.1,31.97,33.18,32.95,30.79,33.05,36.19,34.83,55.92,40.61,33.79,34.3
30.61,32.68,32.07,30.69,32.85,29.29,35.71,30.25,28.63,31.77,31.74,33.31,30.75,30.37,36.34,33.02,29.96,32.9,29.81,32.21,32.19,31.76,31.21,32.34,31.83,34.73,41.56,38.26,59.19,44.59,49.48,33.83,33.52,31.45,33.31,43.38,37.25,39.24,38.08,31.24,38.1,57.49,53.41,29.47,32.04,30.86,33.4,35.72,33.2,28.77,29.71,32.85,28.88,32.13,29.53,32.21,30.02,32.55,32.7,29.84,30.89,32.39,27.95
30.47,34.53,31.69,28.74,32.39,32.22,29.95,31.76,31.35,33.6,29.28,31.77,31.51,31.24,37.34,31.4,30.58,31.83,32.77,32.45,31.12,33.03,33.12,31.63,32.13,32.17,30.94,54.25,38.31,57.54,44.45,58.54,32.89,32.38,32.38,35.75,33.28,34.43,35.75,37.69,32.14,55.26,37.45,31.01,29.83
