39.66,29.28,31.46,31.18,30.18,33.87,33.69,29.56,31.67,37,28.05,32.88,33.46,31.06,31.69,30.57,33.99,30.86,32.14,32.71,33.94,35.43,33.17,35.21,30.77,35.28,29.65,32.68,32.78,29.92,30.43,31.42,30.65,31.47,32.1,31.08,32.02,31.2,34.53,32.62,29.56,33.32,34.44,30.42,34.17,32.49,45,61.21,40.72,35.95,39.24,39.84,35.14,33.66,34.18,44.1,34.2,39.39,51.72,32.94,31.86,33.12,32.7,28.89,32.65,31.12,34.25,32.8,30.95,31.64,32.06,31.96,33.85,37.01,38.88,31.8,33.23,31.01,33.71,29.61,31.39,34.22,47.96,33.83,30.6,38.17,31.81,32.76,29.33
36.63,32.9,30.92,30.83,32.72,31.89,29.03,33.1,30.25,32.92,29.29,30.86,32.16,30.74,32.7,33.71,31.99,28.42,32.16,32.77,42.72,36.05,44.27,42.21,37.68,40.17,32.97,33.67,34.01,33.12,39.12,49.03,51.54,32.73,31.78,33.53
32.76,32.37,31.38,30.8,31.79,33.71,28.49,31.99,33.51,29.74,32.1,29.53,31.51,31.07,33.48,34.77,30.26,29.77,32.24,31.55,41.51,33.81,54.83,38.04,35.3,36.42,32.99,29.55,31.66,33.2,35.7,35.16,43.3,38.33,31.88,31.4,32.77,45.2,37.01,31.26,29.17,32.03,30.59,31.23,32.89,29.22,31.72,31.12,32.72,32.94,29.26,31.67,33.23,28.46,31.2,34.07,30.11,31.47,33.47,28.32,31.99,32.82,29.11,32.81,29.91,33.03,30.66,29.5,33.08,30.43,33.76,32.4,28.58,32.91,29.53,32.9,30.83,34.43,30.15,34.79,31.06,28.44,30.94,35,30.51,32.8,28.92,32.6,30.19,32.14,32.51,30.66,30.22,33.56,28.45,31.4,33.21,28.55,31.01,31.64,33.03,30.42,33.3,30.08,29.66,31.12,31.85,32.9,31.67,29.72,32.1,28.87
35.37,32.39,32.39,31.63,29.99,32.65,30.02,36.85,28.63,31.18,31.8,31.91,29.47,31.74,32.93,31.7,34.01,28.79,33.29,31.78,30.3,29.76,38.45,40.06,48.37,49.07,35.48,37.14,34.53,32.02,29.04,32.5,34.99,35.44,39.72,43.02,35.05,31.72,32.76,48.07
