27,127,28,27,25,27,25,26,27,26,64,64,28,28,27,26,26,64,28,26,26,27,28,54,28,27,27,40,27
26,27,26,26,26,26,26,26,25,26,27,26,26,39,39
26,27,26,26,25,27,26,26,27,25,27,26,38,38
26,27,26,26,26,26,26,26,25,27,26,27,26,26,26,44,36
