26,126,28,27,25,26,25,25,26,50,82,28,27,27,26,25,62
26,25,26,27,26,25,26,26,26,26,26,25,26,26,26,49,30,27,26,30,26
26,26,26,25,26,26,26,25,26,26,26,26,26,44
26,26,26,26,26,25,26,26,25,26,25,26,26,50,30,26,26,26,26,38,26,26,26
