26,127,29,25,26,26,25,25,26,77,52
26,25,25,26,25,25,25,26,26,25,25,25,26,26,45,37,27
25,26,26,26,25,26,26,25,26,25,26,26,25,26,49,30,27,26,30,26,27,26
26,25,27,27,27,25,27,26,26,26,26,26,26,43
