26,127,28,26,25,26,25,26,26,26,42,82,26,28,26,26,26,57,26
26,26,25,26,25,26,26,25,26,25,25,25,25,26,45
26,26,26,25,26,25,25,25,25,26,25,26,26
26,26,26,26,26,25,26,26,26,25,26,25,27
