26,127,28,25,25,25,26,25,25,26,44,82,27,27,26,25,26,64
26,26,26,25,25,26,25,26,25,26,25,25,26,26,50,30,30,27,25,26,26
26,25,26,26,25,26,25,26,25,26,25,26,26,50,30,31,26
26,26,27,25,26,26,25,25,26,25,26,26,39,38,26,26
