27,129,29,26,27,27,26,26,27,83,51
26,26,27,27,26,26,27,27,26,26,27,26,26,27
26,26,27,26,26,26,26,26,26,26,26,27,39
26,27,27,27,26,27,26,27,26,26,26,26,26,26,27
