26,26,27,26,25,26,25,27,25,25,26,26,26,25,25,26,25,26,25,26,25,26,26,125,46,36,27,26,26,26,27,26,26,34,27
27,26,26,25,26,25,26,26,25,26,26,25,25,26,25,26,26,25,26,25,26,93,38,30,26,27
25,26,26,26,26,25,26,25,26,25,26,25,26,25,25,26,25,26,25,26,93,36,30,26,26
26,26,26,27,26,26,25,27,26,26,25,25,26,25,26,25,25,25,26,25,26,25,25,26,26,89,35,29,26
