26,26,26,26,26,25,26,25,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,27,26,125,44,36,27,26,26
26,26,26,26,26,25,25,26,25,26,25,26,25,25,26,25,25,25,26,25,26,26,25,27,26,25,26,26,25,26,26,25,25,26,25,25,26,25,25,26,25,26,25,25,26,25,25,26,25,26,25,26,25,26,25,26,25,25,26,25,25,26,25,25,26,25,26,25,25,26,25,25,26,25,26,25,26,25,25,26,25,26,25,25,26,25,26,25,26,25,26,26,25,26,25,26,103,37,34,26
26,26,35,26,26,25,26,26,35,26,26,26,26,26,26,25,26,25,26,26,97,40,27,26,26
27,27,27,25,26,25,26,27,26,26,26,25,26,26,26,25,26,27,25,25,26,26,47,84,30,26
