25,26,26,25,26,25,26,26,25,26,26,26,25,25,26,26,26,25,25,25,25,25,25,26,64,95,34,26,26,26
25,26,26,26,25,25,26,26,25,26,25,26,25,25,26,25,25,26,25,26,94,35,31,26,26
26,27,26,25,25,26,26,26,25,26,25,25,26,25,26,25,26,25,25,25,26,25,26,67,51,33,26,47
27,26,26,27,26,25,26,26,26,25,25,26,25,26,25,25,26,26,88,36,27,26,26
