26,27,26,27,26,26,27,26,25,27,26,26,25,26,26,25,26,26,25,26,26,26,26,117,43,34,27,27,26
26,26,26,26,25,26,25,26,26,25,25,26,25,25,27,25,54,58,48,27
26,26,27,25,26,26,26,27,25,26,25,26,26,25,26,25,26,25,25,25,25,26,92,39,27,26,26
26,26,36,27,26,26,26,26,28,27,26,25,26,25,26,25,27,26,25,27,26,47,88,27,27
