26,26,26,26,25,25,26,25,26,26,25,26,25,26,26,26,27,26,26,26,26,26,27,120,45,39,26,26,26,26
27,26,26,26,26,26,26,26,26,27,26,25,25,26,26,26,26,25,26,25,26,25,25,26,25,25,26,25,25,26,26,26,25,25,26,25,25,25,26,25,26,26,25,26,25,26,25,26,25,25,26,25,25,26,25,26,25,25,26,26,25,26,25,25,26,25,25,26,26,25,25,26,25,25,26,25,25,25,26,26,26,25,26,25,26,25,25,26,27,26,106,39,41,27
26,26,26,26,25,26,25,26,25,26,26,25,25,26,25,26,25,26,25,26,92,38,28,26,26
26,26,27,25,26,25,26,25,26,25,26,25,26,25,25,26,25,25,25,26,91,37,30,26
