27,26,27,26,26,26,26,27,26,25,26,26,26,26,26,25,26,26,26,25,26,25,26,25,26,27,26,26,26,26,26,27,26,26,27,26,26,27,26,27,26,27,26,27,26,87,35,27,27,58,27,27,26,34,26,27,26,27,26,27,26,29,27,41,28,27,26,38,27,49,32,37,28,29,26,28,27,30,28,26,29,26,26,27,27,26,27,27,27,26,26,26,26,26,26,26,26,26,26,27,26,26,26,26,27,26,26,28,28,26
26,26,27,79,32,57,27,27,26,34,26,26,26,27,25,28,26,28,27,26,27,49,30,36,27,28,27,30,29,27,30,26,26,26,27
26,26,28,78,34,47,29,35,27,57,27,26,26,35,28,26,26,27,26,27,27,27,27,26,26,46,29,29,37,28,27,26,26,31,28,28,30,26
26,26,28,93,32,28,27,57,26,27,26,35,26,26,27,26,26,27,26,28,28,26,26,46,29,29,37,27,27,28,26,30,29,27,30,27
