25,26,27,26,50,50,28,27,26,43,27,26,26,26,25,31,25,26,26,26,26,27,28,28,26,43,28,30,38,27,27,26,26,25,25,30,28,25,27,26,26,26,27,26,26,27,25,26,26,25,26,26,26,25,27,26,27,26,26,27,26,26,26,26,26,28,27,26
26,26,27,45,47,28,41,26,27,26,30,27,25,26,26,26,26,26,27,26,42,28,26,26,30,37,27,26,27,26,29,29,26
26,25,27,58,31,41,27,26,26,31,25,25,26,26,26,26,26,27,27,25,26,45,28,29,37,27,26,26,26,29,28,27,28,26
26,26,28,45,47,28,41,26,26,26,30,27,26,26,26,26,26,26,26,25,27,27,44,29,28,36,28,26,27,26,28,29,27,29,26
