25,26,27,65,39,28,27,42,27,26,26,26,26,32,27,26,26,26,26,26,27,28,27,43,28,26,26,26,27,25,26,26,27,26,26,26,25,27,26,26,26,26,26,27,26,26,27,26,26,26,27,26,25,26,27,26,26,27,27,30,29,30,37,26,28,27,29,29,26
26,26,28,61,32,42,27,26,26,30,27,26,26,26,27,26,26,27,27,25,26,43,28,27,29,26,26,26,27,26,26,28,27,27,26,26,26,27,26,27,27,26,26,26,26,26,26,26,26,25,26,26,26,26,26,25,26,29
26,26,27,59,32,41,27,27,26,30,27,26,26,26,27,27,26,26,25,27,27,43,28,29,29,27,27,27,26,29,28,27,27,27,28,26
27,26,27,45,47,28,42,26,26,26,30,27,26,26,26,26,26,26,27,27,43,28,26,26,27,29,28,29,26,26,28,28,29,28,26
