26,25,26,27,26,26,26,26,26,27,29,26,26,26,26,26,26,26,27,26,26,26,26,27,27,27,27,26,26,26,27,26,25,26,26,26,26,26,25,26,26,25,26,27,28,88,35,27,28,59,27,27,26,35,26,26,26,27,26,27,26,28,28,27,26,45,28,30,29,37,26,28,30,30,28,27,27,27,26,26,27,27,26,26,27,26,26,26,25,26,26,27,25,26,26,26,26,25,26,27,26,27,26,27,28,27,27
26,27,27,78,37,58,27,26,26,33,26,26,26,27,26,27,26,27,26,26,26,46,29,29,37,28,27,27,26,31,30,26,27,27,26
26,26,27,79,37,59,26,26,26,34,26,26,26,26,26,26,26,26,27,27,28,45,30,29,37,28,27,27,26,32,29,26,28,26,26,27,26
26,26,27,60,52,28,56,27,26,26,34,26,25,27,26,26,26,27,28,26,46,28,26,27,30,37,28,27,27,26,32,29,27
