26,26,27,66,39,28,27,27,30,70,27,26,26,36,27,26,25,31,27,31,28,26,26,26,26,26,27,27,27,43,28,26,26,27,27,26,27,26,27,27,25,26,27,26,26,25,26,26,25,26,26,25,27,28,26,26,26,27,26,26,27,27,30,29,29,37,27,27,26,30,29,26
26,26,28,46,34,26,51,28,26,26,42,27,27,26,26,26,31,27,26,27,26,26,26,26,27,26,26,26,43,29,29,30,37,26,27,26,29,28,27,29,26
26,26,26,58,31,27,26,54,27,26,26,26,26,31,26,25,27,27,27,26,26,25,26,25,26,28,28,44,38,27,26,27,26,30,28,26,27,27,26,27,28,26
26,26,27,46,47,28,27,26,41,26,26,26,30,27,26,26,26,27,25,27,27,27,42,28,30,38,27,26,26,27,27,27,29,29,26
