26,26,28,66,36,27,28,43,27,27,26,30,27,26,27,26,26,27,25,29,28,27,26,45,30,30,37,28,27,28,27,30,28,28,29,26,27,27,27,26,27,26,27,27,26,26,26,26,27,26,26,26,28,27,27,27,27,26,27,26,27,27,26,26,28,26,27,27,28,26
27,26,28,59,32,42,27,26,26,31,27,26,26,26,26,26,27,28,27,26,27,42,30,28,29,28,27,27,26,29,29,27,29,26
26,26,27,57,32,41,27,26,26,32,26,26,26,27,26,26,27,28,27,26,26,101,29,29,38,27,26,27,27,29,30,26
26,26,27,46,34,26,61,28,27,26,43,26,36,26,26,26,31,27,26,27,34,26,27,26,26,26,25,27,27,27,42,27,27,27,29,38,27,27,27,26,26,26,30,30,26,28,27,26,26,26,26,26,26,26,26,25,26,26,27,26,26,26
