27,26,28,80,40,28,26,76,27,26,26,30,26,27,25,36,27,27,26,27,28,27,26,29,28,95,27,34,28,26,27,27,28,27,29,26,27,28,28,26,26,27,27,27,26,26,27,26,26,26,27,28,27,27,26,27,27,30,37,27,27,29,29,31,30,26
25,26,29,51,34,27,38,28,29,25,43,26,26,26,31,26,26,27,26,26,27,27,27,27,26,25,43,29,29,37,28,26,27,26,29,29,28,28,27
26,27,27,58,32,41,27,26,26,31,26,26,27,26,26,27,26,28,27,26,27,45,29,28,38,27,26,28,26,29,29,27,29,27
26,26,27,28,52,34,26,40,28,29,26,41,27,26,26,26,26,26,27,36,27,27,27,26,27,26,27,26,27,26,27,27,27,47,38,27,27,26,26,28,26,28,26,30,30,27
