26,26,26,26,26,26,25,26,25,26,25,25,26,25,26,27,25,25,27,25,26,26,26,26,26,26,27,26,26,27,32,28,95,28,27,26,26,25,27,25,26,25,29,26,34,26,51,27,28,27,27,26,39,26,27,26,26,26,26,26,25,27,26,26,26,26,26,26,26,26,33,27
26,26,26,26,26,25,26,26,26,26,25,26,26,25,26,25,26,25,26,26,25,26,25,26,25,26,26,27,52,37
25,28,26,26,25,26,26,27,25,26,25,26,25,26,25,26,25,26,25,26,25,25,26,25,26,25,26,26,27,26,25,27,50,27,35
26,26,27,26,26,26,26,26,26,26,25,26,25,26,25,25,26,25,25,25,26,25,26,25,25,26,25,25,27,26,26,69
