26,27,27,27,28,27,26,28,27,27,26,27,26,27,27,27,26,27,27,27,27,27,29,27,26,27,27,28,27,28,28,27,27,27,26,27,26,27,26,26,26,27,26,26,27,26,27,27,32,32,97,30,28,26,27,26,27,26,26,26,27,26,27,26,34,29,52,27,28,27,28,27,39,27,28,27,27,27,26,27,26,27,26,27,26,27,26,27,26,27,34,28
28,27,27,27,27,26,27,27,27,26,26,27,26,26,27,26,27,26,26,27,26,26,26,26,27,27,27,26,26,27,27,62
27,28,26,27,27,27,27,27,26,26,27,26,26,26,27,27,26,27,26,26,27,26,26,26,27,27,27,28,69,29,26,36
28,27,27,27,27,27,27,27,27,27,28,26,27,26,28,27,26,27,27,27,27,26,27,26,27,27,26,27,27,27,27,26,27,26,27,27,27,27,26,27,26,27,26,26,28,26,27,26,27,26,27,28,28,51,38
