26,26,26,29,26,26,26,26,26,26,27,26,27,26,26,26,26,25,26,25,26,26,25,26,27,26,28,27,26,27,27,31,29,29,27,110,29,28,26,29,26,26,27,26,26,27,26,26,26,33,28,52,27,28,27,27,27,39,27,26,27,26,27,26,26,26,26,27,26,28,26,26,27,26,39,28,26,27
26,27,26,26,26,26,26,26,26,26,25,26,25,26,26,25,27,25,26,25,26,26,26,25,26,26,27,26,26,26,26,25,26,26,25,26,26,26,26,25,27,26,54,28,35
26,27,26,26,26,26,26,27,26,25,27,25,26,26,25,26,25,26,26,26,25,26,25,26,25,26,26,27,26,26,26,26,31,29,31,28,26,26,28,26,45,60,38,28
26,26,26,26,26,25,28,27,25,26,26,25,25,26,26,26,25,25,25,26,25,25,25,26,25,26,26,26,26,51
