25,26,26,26,26,25,26,27,25,26,26,25,26,25,26,26,26,25,26,26,26,26,26,25,26,27,26,26,26,26,27,26,26,26,26,25,26,25,27,32,95,28,27,27,26,26,26,26,26,26,26,26,33,27,50,27,28,27,27,27,45,26,26,27,26,27,35,26,26,27,26,26,26,26,26,26,26,25,33,26
26,26,25,26,26,26,26,26,26,26,26,26,25,26,25,25,26,25,25,25,25,26,25,25,26,25,26,26,26,25,26,26,25,26,25,25,26,25,25,25,26,25,25,25,25,26,25,29,28,28,28,27,26,31,26,26,26,27,26,38,27,25,26,26,26,27,26,26,25,26,26,26,26,26,26,27,26,26,27,28,28,27,28,26,25,29,31,26,26,54,27,37,26
25,28,26,26,26,39,27,26,25,30,26,25,25,26,26,25,25,25,27,25,25,25,26,26,25,25,25,25,26,25,26,26,27,51
26,26,26,25,26,26,25,26,26,25,25,26,25,26,25,25,25,27,25,25,25,26,25,25,25,25,26,26,26,26,27,51,27,26,35
