27,27,27,27,27,27,26,27,27,26,26,26,26,26,27,26,26,27,27,26,27,27,27,26,27,27,27,28,27,27,26,32,29,95,29,28,26,27,27,26,27,27,27,27,25,35,29,52,27,28,27,28,27,39,28,26,27,27,26,27,26,27,26,26,27,27,26,26,27,26,27,34,27
27,27,27,26,27,27,26,27,27,26,27,26,27,26,26,26,27,26,26,26,26,27,37,27,27,27,26,27,62
27,27,26,27,32,27,28,26,27,26,26,26,26,26,26,26,26,26,26,26,27,26,26,26,26,26,26,26,27,26,26,26,26,26,26,27,26,26,26,26,26,26,27,26,26,26,26,26,25,26,26,26,26,26,26,27,27,26,27,53,37
27,27,26,27,27,27,26,26,27,26,26,26,26,25,26,26,26,26,26,26,26,26,26,27,26,27,29,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,31,28,32,27,27,27,28,26,40,26,28,27,27,26,27,27,28,26,27,27,26,27,27,26,27,27,28,26,28,27,28,28,27,27,28,27,34,27,27,27,27,26,26,27,26,26,27,27,26,26,66,27
