26,26,26,26,26,28,26,26,26,26,26,26,26,26,26,26,25,26,26,27,25,26,26,25,25,27,26,27,27,26,26,27,31,29,28,110,29,27,26,28,26,26,26,26,26,26,26,26,26,33,28,50,26,28,27,27,27,38,27,26,26,26,27,26,26,26,27,26,26,26,26,26,26,26,26,32,27
26,27,26,26,26,26,25,29,26,26,26,26,26,25,26,26,25,26,26,25,27,26,26,26,26,26,25,26,25,26,27,25,26,26,26,25,26,26,25,26,26,25,26,26,26,25,26,27,26,25,26,25,26,26,25,26,26,26,26,25,26,26,60
27,26,26,26,27,26,25,27,25,26,26,25,26,26,26,25,27,26,25,26,26,26,25,26,26,27,28,27,68
26,26,26,26,25,26,26,26,25,25,26,25,25,26,25,26,26,25,25,26,25,26,26,25,26,25,27,26,27,59
