29,27,44,27,27,46,27,28,45,28,27,45,29,26,45,29,27,43,28,27,27,27,43,28,27,45,27,28,45,27,27,49,47,28,27,45,28,28,42,29,61,45,51,29,37,31,213,43,47,30,36,30,28,41,29,29,44,28,29,42,30,29,39,30,30,42,30,36,30,28,42,31,35,31,35,30,29,43,29,29,43,29,78,32,72,37,31,29,42,30,29,40,29,87,33,32,30,37,33,35,35,31,32,31,37,36,46,32,35,39,44,31,37,50,30,36,29,30,42,29,37,30,37,31,29,40,30,29,43,30,29,41,29,29,42,30,29,41,30,29,40,30,30,41,30,29,41,30,29,41,30,37,30,30,39,29,29,42,57,43,31,37,30,29,41,30
44,248,28,41,45,30,43,30,29,41,30,54,50,31,36,30,58,43,33,36,31,38,83,40,39,32,35,41,30,47,32,32,31,39,30,29,40,30,37,30,29,42,49,30,29,42,63,36,30,29,41,31,36,30,29,41,29,29,40,30,39,30,37,29,29,42,30,36,30,29,41,31,36,31
44,29,235,37,45,30,41,31,36,30,29,40,54,47,30,37,31,57,45,35,47,46,73,49,50,33,30,36,30,30,40,30,39,31,31,39,30,29,40,30,29,41,32,30,29,43,65,34,31,30,37,30,39,30,30,40,31,29,40,32,35,31,30,30,42,31,30,39,32,34,31,30,39,30,37,30,30,41,30,30,40,31,31
40,43,261,29,43,46,30,43,30,29,43,55,40,32,30,41,30,30,60,44,47,53,33,67,34,32,35,31,37,50,31,30,37,31,29,41,30,30,41,32,33,35,32,35,83,31,31,37,51,30,30,37,31,39,30,30,38,32,36,48,32,37,34,48,31,30,39,31,36,32,30,38,31,29,41,31,32
