40,27,28,45,27,28,44,28,28,45,28,27,44,28,28,44,28,28,52,41,28,28,45,28,28,43,28,41,35,47,30,37,30,36,30,37,29,39,28,28,42,29,39,29,38,29,28,43,29,36,38,229,39,46,32,35,29,30,40,31,36,30,30,40,29,37,31,29,40,31,37,29,30,40,31,36,30,34,30,37,30,29,43,30,37,29,37,53,100,37,31,47,30,30,38,31,37,30,87,34,47,30,30,40,36,31,34,31,36,37,47,32,33,44,41,32,30,29,43,31,34,30,30,42,30,37,30,29,39,31,37,39,45,30,30,38,29,39,31,29,40,31,30,38,31,30,41,29,31,40,30,30,38,30,38,31,34,44,30,44,32,35,30,30,40,30
39,30,233,39,47,37,48,30,36,30,42,54,39,29,30,58,34,67,50,34,32,52,48,32,37,48,31,29,41,31,36,31,29,40,49,31,36,32,29,39,31,36,31,29,41,41,30,46,30,35,31,30,39,30,38,30,37,31,36,35,48,31,35,29,31,41,30,31,39,31,36,30,29,41,30
38,48,222,41,51,32,33,29,40,29,42,54,58,30,37,35,63,42,48,45,32,31,85,37,49,34,49,31,36,31,31,35,41,45,30,31,39,31,36,30,30,39,33,35,50,41,31,44,31,30,29,43,31,35,30,29,42,31,28,41,31,30,37,30,31,41,31,35,31,29,41,31,36,30,29,40,31
40,28,38,51,45,220,41,35,42,31,31,39,31,42,54,39,32,29,60,46,67,32,32,34,34,83,35,50,31,36,31,31,38,32,51,31,33,36,31,30,38,32,31,38,31,32,30,38,42,31,46,31,30,37,32,42,31,48,31,30,38,31,30,38,32,31,37,31,38,31,30,38,31,31,38,32,31,30
