29,27,44,27,27,28,27,41,28,26,27,28,41,28,27,46,27,27,45,27,28,45,31,52,27,41,27,28,45,26,28,46,49,51,28,38,29,28,43,30,36,28,40,28,28,44,28,39,27,29,44,28,28,43,29,28,225,51,51,29,38,29,29,42,30,34,29,29,45,29,29,42,30,37,29,29,42,29,30,41,28,38,30,37,29,29,42,28,30,42,30,40,47,94,38,33,30,39,30,36,30,35,29,71,35,50,36,47,32,30,38,31,34,32,35,30,38,30,29,40,31,37,30,36,31,30,39,31,35,29,39,30,29,40,30,28,43,29,29,42,29,29,41,29,39,30,28,42,30,30,40,29,29,42,30,37,29,30,40,30,37,29,30,41,32,28,40,58,42,31,37,29,29,41,31,29
31,51,229,39,52,34,31,29,39,29,41,53,44,30,36,30,58,70,37,37,49,36,30,51,33,34,29,38,31,36,30,39,30,34,31,37,29,38,30,36,31,36,30,30,40,30,36,32,34,62,38,29,39,30,28,42,30,28,43,30,36,34,31,31,30,40,30,37,32,34,31,29,42,30,29
40,48,222,45,44,33,36,29,38,28,31,39,56,32,47,31,58,44,31,31,36,55,46,42,64,47,49,49,32,34,31,36,31,34,30,38,51,31,30,30,42,31,30,37,64,38,50,31,36,31,35,30
44,29,242,47,47,29,42,47,32,30,64,31,44,33,30,29,60,49,64,33,37,48,74,42,52,31,28,39,30,37,31,35,32,36,30,38,30,31,39,31,29,30,42,31,30,38,64,38,31,30,29,44,30,36,30,37,30,30,39,35,48,31,31,39,31,31,32,40,30,35,30,38,31,36,30,30
