35,28,27,44,27,29,44,28,27,45,28,27,45,28,28,44,28,29,43,31,50,28,41,28,27,48,28,27,40,29,27,45,29,27,45,29,61,218,42,50,33,31,31,39,30,35,30,29,42,29,30,41,30,30,40,30,30,40,29,30,42,29,30,39,29,30,43,29,30,38,30,39,29,30,40,62,68,38,31,35,31,30,38,30,38,30,69,32,34,32,34,30,38,34,49,35,48,36,47,34,29,31,39,31,37,30,29,40,32,29,38,30,30,41,30,30,40,30,30,41,30,29,43,31,29,38,31,29,41,31,29,41,30,29,40,30,38,31,35,30,30,40,31,35,31,30,40,30,29,40,29,30,48,29,48,30,30,40,31,30,39,31,36,30,36,37,30,30,29,41,31,30,37,43,30,46,50,32,30,38,32,30,39,31,30
32,50,45,220,44,42,39,44,30,30,41,31,33,50,36,29,30,60,47,32,31,35,48,42,45,32,31,37,32,35,31,67,34,30,37,35,31,30,38,51,32,33,32,36,32,52,42,30,44,31,36,31,29,40,31,35,31,30,40,34,30,30,37,31,30,41,32,30,30,42,31,29,40,30,30,40,30,29,41,30,30,41,29,36,32
32,52,230,39,47,38,47,30,36,31,41,54,41,30,30,37,68,34,52,49,47,38,66,53,44,40,45,31,34,34,33,31,30,39,31,37,31,36,31,30,38,32,30,39,31,30,39,31,32,35,42,30,47,31,35,31,29,41,30,36,30,30,39,31,29,40,32,31,38,32,31,29,41,32,29
45,244,29,59,41,31,43,31,31,42,55,43,29,31,63,42,33,32,32,37,48,50,33,68,36,48,32,30,39,32,31,40,31,51,46,30,31,41,41,42,31,31,37,43,33,40,32,36,50,32,36,30,36,31,30,37,31,38,31,30,39,30,31,37,31,30,42,31,31,37,51,30,37,30,30,39,31,31,31
