29,43,28,38,29,28,43,29,28,44,28,29,42,29,28,43,30,30,41,31,49,34,29,29,44,28,30,41,30,60,44,34,30,29,40,31,220,49,35,48,35,47,32,37,31,34,31,37,32,35,31,31,37,31,36,31,30,38,32,29,40,32,36,31,35,30,31,37,31,30,40,50,66,32,68,36,32,32,33,33,34,31,70,34,49,34,32,34,52,32,32,34,34,32,32,38,48,32,35,32,35,32,36,30,32,36,32,35,32,34,34,31,36,31,36,31,32,37,32,30,37,32,37,48,31,31,39,31,31,31,40,32,30,38,32,32,30,39,32,32,31,38,31,37,31,31,36,57,44,31,31,39,34,49,31,36,32,31
48,239,39,47,37,38,31,48,48,32,35,69,32,31,31,58,46,33,36,33,53,48,68,37,44,33,49,32,36,33,31,36,31,31,36,31,36,33,31,38,31,32,53,66,51,31,31,38,32,31,29,40,33,30,38,31,31,38,50,51,35,48,32,31,32,36,31,32,39,31,32,31,39,51,31
39,49,225,51,52,31,31,39,31,31,44,55,37,32,30,63,35,46,31,48,33,78,56,35,48,32,31,32,36,33,34,32,36,51,30,32,31,40,32,30,32,39,32,30,37,65,35,31,31,37,31,31,40,31,34,30,37,33,31,38,32,30,37,32,34,32,32,37,50,32,30,31
40,48,33,249,38,47,38,38,33,43,32,33,66,35,32,32,31,59,76,53,51,50,35,49,31,34,53,31,34,33,31,37,31,32,33,35,52,32,32,31,39,31,32,36,32,52,65,33,31,38,31,32,32
