44,28,27,45,28,38,29,38,28,29,42,28,28,44,29,28,45,28,29,43,27,28,45,27,39,27,28,45,28,28,59,29,40,28,28,44,27,37,29,41,48,52,28,37,29,29,43,29,28,43,28,29,43,29,37,31,36,29,29,43,29,28,42,29,222,39,42,32,36,30,30,40,33,30,37,30,30,40,30,30,41,29,30,39,30,38,31,29,40,30,29,42,29,30,41,29,30,40,31,39,57,43,74,38,32,30,40,31,35,31,29,76,48,31,33,32,37,34,50,34,50,35,47,32,33,35,30,30,41,31,30,30,42,31,30,37,30,30,41,31,31,37,30,29,43,30,30,40,31,30,39,31,30,40,30,31,30,40,30,38,31,29,39,30,31,40,30,30,40,30,31,39,31,29,40,42,31,44,31,35,31,29,41,30
53,229,46,41,31,43,30,38,30,30,42,53,46,29,31,63,43,31,35,32,31,91,40,39,33,36,30,31,36,32,38,30,30,38,33,35,31,30,38,31,37,30,30,40,31,35,30,35,42,30,46,31,37,29,31,38,30,39,29,30,39,30,37,32,31,30,40,31,37,50,31,29,40,30,30
38,35,30,31,225,44,53,35,48,31,34,30,64,31,44,30,36,30,69,33,33,32,47,75,37,42,30,31,41,31,30,38,51,31,29,40,31,30,38,31,30,40,30,31,30,42,30,30,39,43,30,30,48,31,36,31,34,31,38,30,34,30,38,31,31,37,32,30,40,31,30,31,41,30,31,37,31,30
45,245,29,56,42,31,44,30,31,41,56,43,31,31,59,76,51,50,34,32,52,32,51,32,38,47,32,41,43,32,32,37,33,30,31,41,31,31,37,32,31,31,40,31,32,35,43,31,30,47,31,31,39,31,30,38,32,30,37,35,50,32,32,31,38,52,31,31,37,31,31,37,32,31
