44,27,27,45,28,27,28,27,42,27,27,46,28,26,46,27,27,46,27,27,49,29,35,28,26,45,27,30,43,29,60,45,50,29,38,30,216,38,50,29,29,40,30,38,30,29,42,29,37,29,29,42,30,29,41,29,30,41,28,30,41,31,30,38,30,29,43,29,29,41,30,40,65,31,31,84,32,30,41,30,37,30,29,40,32,66,36,32,31,37,33,31,38,47,30,38,34,32,33,40,30,49,29,37,30,30,39,30,36,32,36,29,38,29,29,42,30,29,41,30,36,30,29,41,30,37,30,29,42,29,30,40,30,29,41,30,29,41,30,29,41,31,28,41,30,37,40,43,30,35,43,43,30,36,29,30,40,31,30
38,28,229,41,52,37,46,29,39,30,62,32,43,30,29,62,46,33,31,31,38,47,53,32,30,70,35,31,35,33,31,37,30,30,40,30,37,30,37,29,37,31,36,30,31,36,53,30,37,30,36,29,30,41,30,35,30,39,30,34,30,39,30,31,39,50,31,28,40,31,29,41,30,36,31,28,41,32
46,38,29,227,46,41,29,46,29,37,29,40,62,37,40,44,30,59,42,32,36,31,52,47,70,34,50,30,36,31,34,34,32,31,39,30,30,39,31,36,31,30,40,30,34,42,30,46,30,30,40,32,35,30,36,29,37,30,29,42,31,30,38,30,36,31,38,50,31,35,31,29,41,30,29,41,30,29
38,56,245,44,41,31,44,31,37,31,41,55,40,30,30,58,48,50,32,32,32,39,48,31,36,30,32,65,38,32,35,51,31,30,39,33,33,30,39,32,30,31,40,31,36,31,31,36,43,41,31,36,31,36,30,37,30
