135,28,28,28,129,27,29,27,229,31,51,29,39,28,28,45,48,28,40,73,42,32,34,30,55,29,37,28,29,42,29,28,44,30,36,29,54,29,29,42,29,29,43,29,262,45,49,34,33,34,29,29,41,30,38,30,29,41,29,37,31,30,37,30,29,44,29,29,57,29,29,65,30,51,29,29,56,56,59,84,66,36,81,31,129,83,83,30,85,83,37,87,37,81,33,32,84,34,30,86,31,29,324,33,31,29,42,32,30,30,41,30,30,41,30,30,40,31,30,37,30,39,30,31,39,30,36,31,30,39,31,30,39,29,31,40,30,30,41,30,52,58,43,31,31,30,41,36,30,30
37,30,229,41,51,37,44,30,40,31,50,53,50,29,57,46,59,38,41,45,31,86,43,47,43,32,30,47,30,44,31,37,41,41,32,30,39,31,30,38,31,37,41,42,90,44,31,35,30,37,30
48,240,39,51,38,46,29,30,45,44,33,42,58,31,41,63,33,49,51,33,42,73,50,37,48,34,31,29,42,47,31,37,31,50,31,30,47,31,47,31,30,39,30,35,31,29,41,64,36,30,30,38,30,31,40,30,37,30,37,37,45,31,30,42,48,31,30,54,36,31,55,66,30,30
29,48,48,238,47,36,40,33,36,31,30,41,58,40,31,30,58,48,69,38,42,48,51,35,49,34,50,30,30,55,31,47,30,51,43,56,58,31,62,64,72,73,63,128,30,86,30,80,35,82,84,31,84,31,85,31,84,30
