45,28,28,43,28,28,44,29,27,45,28,38,27,28,44,28,27,47,28,27,44,48,47,39,35,28,28,45,49,36,45,33,34,29,38,30,37,28,37,29,28,45,29,27,43,29,29,42,29,29,42,30,28,223,43,35,41,30,36,30,28,43,30,30,40,30,29,41,30,29,41,30,35,30,30,42,30,28,43,33,29,35,30,29,43,30,36,30,36,78,31,68,41,30,31,40,30,34,31,38,30,30,76,46,35,31,34,49,31,36,30,36,31,36,31,37,30,30,39,31,36,29,37,30,29,42,29,29,47,47,29,31,39,31,36,31,36,30,29,39,33,35,30,29,42,30,35,30,30,40,30,30,43,47,30,30,41,30,44,30,47,31,33,56,46,31,36,30,36,35,30,31
30,27,41,245,28,46,44,30,41,30,38,31,65,31,37,31,30,58,51,33,31,33,47,39,67,50,34,31,30,37,31,35,34,34,30,30,41,30,30,40,30,29,40,32,29,40,30,30,39,63,38,30,30,38,30,38,30,30,41,30,36,30,35,32,36,31,30,39,36,48,31,29,39,31,36,32,29,39,32,35,30
44,232,28,54,48,31,36,40,46,55,42,31,36,30,30,57,71,37,57,32,51,34,31,37,32,51,31,35,30,54,29,30,39,40,31,48,30,31,39,30,36,31,30,37,65,38,50,31,35,31,35,32,35,31,29,41,34,49,31,30,38,31,30,40,31,30,31,41,31,30
39,56,245,42,46,35,38,32,30,38,32,42,56,37,50,31,97,38,50,49,34,49,35,50,31,36,31,31,38,30,31,40,48,32,31,39,31,31,31,40,32,31,30,41,83,31,32,35,30,31,41,30,37,30,30,40,30,35,31,30,40,50,35,49,32,30,31,40,31,31
