30,27,42,28,28,44,28,39,28,28,44,29,37,28,27,45,28,27,46,28,48,51,52,28,84,75,50,107,80,29,29,29,131,28,30,79,55,98,108,30,85,90,122,37,42,40,30,60,44,31,35,30,37,29,28,45,29,29,40,29,38,30,49,54,29,38,28,39,28,28,47,47,50,38,30,28,38,30,52,33,36,29
40,28,28,43,28,39,28,28,44,28,28,44,28,28,44,28,28,44,28,38,29,28,44,30,35,28,83,48,77,55,42,30,59,29,82,30,36,59,44,30,28,45,56,72,44,58,30,39,48,30,36,39,44,29,37,29,28,44,29,29,43,29,36,30,39,29,28,42,30,27,43,30,28,43,29,27,43,30,28,43,28,29,42,28,29,46
39,29,38,27,29,44,29,29,42,28,29,43,29,28,44,27,38,28,29,45,30,37,77,73,63,37,59,29,75,31,41,47,31,35,30,46,39,82,41,46,31,36,29,52,35
42,28,29,38,27,28,41,29,37,28,40,29,28,44,29,37,28,28,44,28,28,42,31,52,30,85,53,79,82,61,96,64,34,29,71,54,78,97,30,113,65,85,47,85
