40,27,27,26,27,41,27,27,26,27,46,27,27,26,27,41,27,27,27,27,43,27,28,27,27,42,26,28,26,27,44,27,25,39,41,27,26,46,49,35,28,26,47,27,83,40,57,66,58,35,28,27,44,47,38,27,40,28
38,26,40,27,26,26,28,44,27,26,26,27,43,27,26,27,27,43,27,27,26,26,44,27,26,26,26,45,27,26,27,26,44,27,26,27,27,44,26,27,26,27,42,26,27,27,26,45,29,37,29,65,45,55,41,37,44,65
28,38,26,27,27,27,45,26,27,27,26,43,28,26,28,26,42,28,26,27,26,42,51,28,38,31,86,50
39,27,27,27,27,44,27,27,45,28,26,28,26,43,26,28,27,26,43,27,27,27,36,27,26,28,25,43,27,27,27,26,44,27,27,49,30,44,47,27,28,37,31,79,73
