25,26,26,26,25,26,26,26,26,25,26,25,25,26,26,25,26,26,25,26,26,26,30,32,37,28,38,27,27,26,31,27
25,26,26,25,26,25,25,26,26,25,25,26,28,31,34,27,27,26,25,37,26,26,26,26,30,27
26,26,26,25,26,26,26,25,26,25,25,27,29,32,33,28,37,26,26,25,30,28
26,26,26,25,25,26,25,26,26,31,26,27,29,37,29,29,27,26,26,26,26,26,37,27,26,30,28
