26,26,26,26,26,25,26,27,26,25,26,26,25,26,26,26,26,26,26,26,26,26,30,29,32,49,42,27,27,27,26,31,26,32,28,26,25
26,26,27,26,26,26,27,26,26,26,26,26,25,26,37,30,26,26,37,27,26,26,31,27
26,26,26,26,26,26,26,26,26,26,25,26,34,30,37,31,27,32,27
26,26,26,26,26,26,26,25,26,26,26,26,33,30,30,27,27,37,27,26,30,28
