40.63,35.21,29.36,27.53,31.16,28.25,38.91,27.85,28.22,28.28,28.08,31.65,27.95,29.08,31.82,27.8,28.37,28.88,31.06,26.6,29.6,30.54,28.23,30.13,30.98,27.12,29.4,28.52,29.31,29.99,26.66,28.91,27.42,29.81,28,27.48,27.77,27.3,28.08,27,28.72,28.14,29.24,26.68,28.4,27.82,28.41,27.99,28.96,27.65,29.65,31.32,32.33,52.07,27.24,32.17,25.15,30.64,26.8,76.56,54.51,32.55,25.75,29.62,32.39,34.28,32.14,28.17,27.73,29.73,30.82,25.92,28.46,31.44,27.4,27.97,29.41,32.04,28.75,28.59,32.79,25.12,31.65,27.53,28.23,27.68,27.16,32.11,27.55,29.33,28.86,29.52,76.03,47.77,31.42,31.34,29.38,28.08,37.36,28.16,28.55
28.19,44.52,39.04,55.19,35.77,40.35,38.11,30.45,27.96,29.61,34.91,26.92,39.97,39.65,32.51,29.44,29.87,27.78,29.5,32.77,33.07,69.97,42.61,31,26.22,29.65
37.96,42.82,53.92,60.73,32.85,35.68,33,35.18,28.58,34.2,31.31,30.35,46.34,76.82,37.23
45.79,57.68,85.75,36.4,36.98,31.37,29.78,30.25,32.94,28.37,26.89,43.45,82.91
