42.72,41.92,34.81,62.12,36.78,35.17,72.96,64.61,36.4,35.96,40.91,35.55,34.16,33.68,32.85,41.15,57.54,55.59,41.93,39.57,35.1,31.96,38.8,33.3,32.58,34.66,30.7,32.13,33.59,30.11,43.45,39.97,31.24
36.58,50.18,60.34,38.93,35.92,37.48,37.55,28.61,31.65,36.57,33,29.83,44.94,72.26,34.62
75.53,53.99,82.6,40.99,41.56,28.8,34.28,35.09,36.77,64.47,60.26
43.2,47.71,61.02,49.07,48.12,36.27,34.48,32.55,36.15,33.58,40.08,57.69,69.2
