33.26,30.05,27.86,29.14,26.32,25.94,35.17,28.46,29.09,25.31,29.36,27.69,29.26,30.5,28.04,26.84,28.96,30.26,27.16,28.42,29.4,26.26,28.89,28.8,31.29,27.42,29.61,29.2,32.03,25.94,30.6,26.68,27.55,28.87,29.21,25.88,30.68,25.74,29.1,29.64,29.21,29.17,32.73,29.93,32.04,65.32,35.63,53.84,37,32.07,31.6,105.78,58.47,33.95,37.59,32.56,37.37,31.09,31.54,32.55,30.69,30.27,32.47,28.28,31.63,28.52,28.19,29.13,30.74,27.79,29.65,28.44,28.72,32.86,27.19,28.58,28.96,29.8,28.34,32.35,29.09,27.28,34.33,30.37,28.11,29.42,32.16,30.88,29.76,26.23,29.62,26.77,30.42,31.16,27.66,28.37,29.5,27.44,28.39,28.4,26.63,30.31,28.37,29.56,28.51,26.44,28.87,32.18,26.17,28.06,34.47,38.12,42.92,32.7,28.98,28.52,28.73,32.63,27.34,29.48
35.25,33.42,51.83,27.98,33.73,32.25,32.37,28.42,29.04,27.14,33.46,27.89,26.78,29.91,44.84,29.75,25.53,34.22,26.56,27.53,29,29.86,33.32,27.44,29.33,27.88,27.68,28.66,27.39,28.49,28.16,28.63,30.31,28.01,29.48,30.81,27.88,28.03,29.3,28.28,30.11,31.66,29.09,40.98,40.7
31.7,36.99,52.73,31.69,33.43,33.15,27.85,27.44,30.16,28.41,28.52,29.16,28.2,37.9,36.61,52.7,34.78
50.55,51.27,58.5,38.07,38,30.45,28.05,30.02,28.7,32.95,30.1,27.85,39.04,31.77,34.56,30.77,31.59,29.59,28.69,61.08,27.9
