52.51,34.15,33.26,39.38,31.98,34.65,33.98,30.18,36.14,29.93,34.44,33.61,32.71,32.89,33.19,33.73,33.9,34.67,34.94,31.09,32.68,34.21,33.94,29.72,32.62,31.5,32.72,30.72,30.82,33.64,28.94,31.95,31.94,32.81,31.98,31.52,32.08,34.07,33.92,29.47,32.39,34.96,33.55,40.77,35.81,63.14,32.77,32.13,34.67,38.03,88.94,48.3,51.44,31.55,33.06,33.81,37.95,30.62,32.34,33.35,29.11,32.83,36.68,30.91,30.23,36.25,32.8,32.9,31.35,31.54,31.72,33.04,31.28,31.93,44.04,69.42,44.15,35.92,38.41,36.45,35.35,39.76,34.12,34.48,38.98,43.67,42.29,39.56,42.07,35.13,31.72,32.52,33.79,31.86,35.54,33.26,32.74,36.94,33.63,30.72
42.95,39.11,61.55,36.75,35.37,35.62,32.49,33.96,32.24,37.6,31.86,38.81,82.58
38.4,32.15,54.31,54.14,64.42,40.71,36.09,37.41,30.58,31.14,35.88,34.54,57.63,43.81,30.84,38.32,34.01,36.42,32.22,32.55,31.97,35.01,30.25,33.19,30.51,33.91,32.21,35.06,29.12,31.51,37.16,35.6
40.07,37.53,62.16,38.46,36.79,34.01,31.77,32.48,32.68,36.12,30.8,40.43,38.64,32.95,52.61,40.05,33.24,33.95,34.67,32.36,32.39,31.35,32.93,31.35,40.74,35.62,34.31,29.65,32.36,35.63,30.54,30.59,37.05
