37.87,33.92,27.73,25.78,24.69,27.22,26.31,36.28,25.02,24.7,26.23,26.74,26.92,25.95,32.1,26.92,25.9,25.45,27.12,26.4,25.07,27.03,27.38,29.22,26.23,27.29,30.19,27.11,27.3,26.29,29.45,24.53,25.46,29.17,25.77,27.34,22.3,24.83,28.22,24.31,27.17,22.55,27.73,25.04,24.62,25.22,25.27,24.79,25.8,24.36,26.21,26.16,25.64,25.4,26.67,24.59,27.09,27.45,23.57,25.43,27.9,23.17,25.37,28.92,26.36,33.83,29.67,59.82,23.2,30.25,27.58,31.09,29.15,27.31,92.55,61.86,31.31,25.53,30.44,27.04,27.14,30.18,24.09,25.3,29.7,26.52,26.51,28.52,29.19,26.05,25.7,25.82,31.08,25.05,26.08,26.38,28.84,29.1,23.04,25.58,28.07,25.93,26.25,26,25.22,28.4,29.89,29.23,24.15,26.35,26.84,29.85,28.39,24.85,29.61,30.21,27.74,27.79,32.68,30.66,31.26,40.04,25.57,25.11,27.61,26.22,25.91,27.43,31.24,28.17,24.41,25.37,30.02,25.61,25.5,26.95,27.04,27.89,25.92,29.08,26.36,26.4,25.96,25.4,29.87,60.09,31.35,26.46,25.47,27.28,24.69,28.59,26.02,26.18
31.7,39.25,58.69,31.32,31.04,35.76,28.59,26.52,28.55,25.99,30.37,29.56,26.81,25.8,33.29,27.85,34.36,39.11,35.55
30.25,32.63,28.1,53.74,30.84,28.92,26.84,26.62,25.68,27.42,27.48,24.04,30.12,26.03,26.8,55.89,37.74
37.1,41.19,57.29,31.5,39.21,32.01,26.96,24.81,28.34,26.42,33.5,24.9,29.45,39.68,27.65,26.05,27.17,29.54,24.54,27.65,25.36,29.85,28.08,25.19,27.63,28.17,24.35,28.17,28.66,26.99,26.79,24.8,26.55,26.23,25.98,29.53,25.54,26.03,26.23,26.87,25.98,29.3,26.04,26.81,29.45,25.64,28.78,26.17,25.42,27.38,32.8,33.99,60.19,27.61,26.66
