37.57,29.42,30.24,30,31.08,30.31,29.91,29.1,29.71,30.13,31.12,30.72,30.63,28.17,32.7,31.6,29.5,31.18,29.05,30.36,31.7,28.65,28.89,35.57,29.47,31.35,29.68,32.55,29.5,31.87,29.26,28.52,30.08,31.28,28.51,28.37,31.03,29.07,31.06,28.03,30.09,31.97,28.66,33.84,28.22,31.12,28.98,40.49,33.51,62.84,30.25,36.91,40.25,30.89,34.3,63.5,72.75,48.59,55.35,33.45,32.74,35.77,30.8,30.45,31.29,30.28,32.83,32.54,29.27,30.43,30.58,29.77,32.85,36.09,32.59,28.41,31.65,29.81,28.28,30.02,32.78,31.12,30.92,33.63,28.15,31.32,30.81,31,30.13,33.58,32.54,33.18,37,34.45,31.57,32.88,31.12,31.13,30.36,29.59,31.42,31.12,32.16,30.26,29.72,34.16,30.76,31.32,29.64,31.99,28.52,36.25,60.22,34.59,33.29,33.74,33.43,32.88,30.25,31.82,28.83,33.58,29.73,29.07,32.18,31.41,31.86,28.67,31.5,35.38,27.51,31.99,28.67,31.63,30.25,31.48,30.35,31.69,30.95,29.86,31.73,28.66,30.66,32.12,29.16,31.4,31.57,29.65,29.13,29.16,29.78,31.95,31.48,30.5,31.26,29.47,29.83,31.3,29.26,32.58,30.94,28.52,30.62,30.7,29.18,32.7,30.95,29.92,29.41,30.58,28.12,31.34,28.07,30.73,28.07,31.66,32.39,31.5,29.37,32.13,29.39,31.91,29.83
35.15,39.89,54.78,35.43,29.97,35.92,34.37,30.94,29.54,30.37,34.59,30.28,29.12,31.61,33.71,28.99,30.63,31.64,31.03,31.71,36.2,33.69,32.34,31.19,28.14,31.52,29.18,29.53,28.9,33.31,29.93,26.83,28.65,33.2,28.4,29.85,33.32,30.46,30.75,28.84,32.27,29.39,29.59,32.4,29.12,29.03,32.22,36.24,50.62,31.19,30.89,28.7,28.26,33.37,29.67,33.76,28.91,28.33,32.68,31.32,28.36,28.97,32.16,32.82,32.94
40.89,63.06,64.36,38.06,40.01,31.09,28.26,33.24,33.57,32.01,28.5,48.15,35.6,32.09,32.16,28.94,32.01,31.96,32.63,32.96,49.79,50.27,31.29,27.79,31.77,29.26,32.01,28.22,29.91,36.62,31.21,28.46,32.48,30.25,28.98,34.96,28.21,29.55,33.7,28.72,30.31,29.09
35.1,28.13,39.36,38.64,54.79,42.29,37.04,32.86,28.33,32.68,29.96,31.96,34.37,33.75,33.36,31.55,30.42,30.98,33.38,63.18,36.49,31.57,30.3,32.59,30.63,30.45,32.04,28.35,31.86,29.29,30.04,32.07,30.45,33.98,35.02,29.91,31.55,31.15,35.62,34.24
