26,26,26,27,27,26,25,27,26,26,26,26,26,26,28,26,26,26,26,27,26,26,26,26,26,27,26,27,26,26,27,26,26,26,26,26,26,26,26,26,26,25,26,25,26,27,27,27,26,27,26,26,27,26,26,27,40,27,26,26,26,31,26,26,27,26,26,26,26,27,26,27,26,27,27,26,26,26,26,26,27,26,26,26,26,25,27,26,26,26,25,26,25,26,26,25,26,26,25,26,26,26,26,25,26,26,25,25,26,25,26,25,26,26,27,32,40,87,28,26,26,27,26,25,34,27,51,27,26,26,27,27,27,28,27,26,39,27,26,26,26,26,27,26,26,26,26,25,26,26,32,27
27,26,26,26,25,26,25,26,26,26,26,25,26,25,26,26,25,26,25,26,25,25,26,25,26,25,26,27,27,52,28,44
26,27,26,26,26,26,26,26,26,25,25,26,26,25,25,26,25,25,26,25,25,26,25,25,25,26,26,27,50
26,27,26,25,26,26,26,26,25,26,26,26,25,26,25,26,26,26,25,25,26,25,25,26,25,25,25,27,26,27,51
