26,26,27,27,33,27,27,26,27,27,27,26,26,27,27,26,27,27,26,27,26,27,27,27,28,27,27,28,27,27,28,27,27,27,26,26,26,27,26,25,26,26,26,27,26,28,28,27,27,27,27,27,27,26,28,27,27,26,27,27,27,27,27,27,26,27,27,27,26,27,27,27,27,27,26,28,31,30,29,28,91,29,28,27,27,27,27,27,26,33,27,26,27,26,30
27,27,28,26,27,27,26,27,28,28,26,27,26,27,47,27,27,26,26,27,36,27,26,27,26,27,28,27,27,27,27,28,27,27,26,27,26,32,29,31,28,27,27,28,27,26,50,49
33,27,27,27,27,27,27,26,27,26,27,26,27,27,26,26,26,27,27,26,26,27,26,26,26,27,26,27,28,28,50,37
27,27,27,27,27,27,27,26,27,26,26,27,26,27,26,27,27,26,27,26,26,26,26,26,26,27,27,26,28,50,28,35
