36.55,32.65,28.63,44.29,35.2,60.29,32.78,34.52,38.99,36.62,30.02,32.8,33.48,33.89,35.51,36.24,35.02,32.78,44.73,46.7,37.99,75.22,53.46,32.85,44.39,33.58,33.09,38,34.42,31.47,32.27,35.57,36.15,36.72,40.07,51.76,80.69,37.93,38.7,34.21,38.38,37.42
33.37,28.99,46.31,30.8,67.76,31.24,33.47,33.12,32.65,29.88,36.11,29.38,39.27,45.72,32.67,37.93,31.29,32.16,33.8,34.79,44.22,33.51,33.78,37.99,34.2,34.62,41.58,33.14,43.32,64.41,43.14,41.8
32.39,33.9,42.48,30.4,66.45,36.26,30.03,32.65,32.74,34.13,31.24,35.41,34.92,41.05,33.71,28.99,33.03,32.64,30.26,33.21,30.95,35.34,28.65,33.52,29.47,34.27,32.7,31.44,33,38.02,30.1,31.43,32.28,31.55,32.83,35.17,33.57,32.17,33.54,34.3,37.22,48.58,49.97,39.07,37.08
44.4,31.92,43.82,35.12,62.43,30.3,42.96,33.8,32.19,33.14,33.69,31.3,35.05,37.8,38.69,39.06,38.78,38.35,34.34,30.02,33.77,40.21,36.12,36.45,41.4,37.22,32.11,34.95,32.11,37.81,34.84,35.07,49.29,66.13,41.59,38.78,41.57,38.23
