31.46,29.36,45.03,29.51,65.44,30.51,35.17,36.86,32.2,32.06,31.08,32.78,31.71,29.37,33.62,38.75,37.78,33.19,36.88,37.9,34.59,37.66,35.24,34.13,41.11,33.49,55.01,39.83,32.47,35.05,39.65,32.67,36.67,34.18,37.73,31.28,36.91,33.79,37.51,37.21,43.64,71.99,37.01,33.78,34.99,35.4,45.9,34.09,40.85
31.67,35.4,41.24,52.82,29.13,29.7,34.62,29.96,31.78,33.07,33.2,33.43,30.4,36.62,38.93,31,33.89,33.07,31.81,32.03,37.05,30.64,32.91,33.44,33.06,32.04,35.25,29.98,35.67,36.64,39.85,55.74,43.49,38.49,38.4
33.05,33.31,52.77,32.49,67.49,29.53,32.02,32.22,30.18,36.39,31.31,31.55,38.77,33.65,32.93,32.96,43.12,31.15,32.77,29.6,33.39,30.43,33.2,29.25,31.6,40.4,32.91,39.6,40.92,36.35,31.16,32.23,38.52,33.33,37.45,38.69,42.95,73.54,40.66,41.94
39.08,33.63,53.74,31.01,54.5,34.12,31.78,31.49,35.05,36.7,35.39,36.57,38.1,35.68,37.57,39.35,29.19,32.68,31.5,30.76,32.31,32.33,31.3,33.13,31.41,33.06,32.45,30.07,35.1,35.94,31.2,41.5,32.08,32.09,33.72,32.03,36.32,38.78,29.45,31.67,36.43,46.37,48.36,36.86,33.56,38.02,46.52
