35.52,32.8,36.27,35.82,59.73,49.05,32.05,35.04,35.63,60.95,31.03,30.42,30.91,28.88,30.72,35.67,31.04,29.19,33.59,104.86,33.17,32.38,33.3,28.04,28.48,29.59,26.37,44.72,39.38,29.27,33.25,59.78,27.83,31.33,29.59,32.29,28.91,41.04,84.86,31.87,36.57,37.55,37.46
39.14,29.08,40.45,49.02,53.91,36.18,38.72,31.59,33.3,28.91,28.66,33.83,34.12,33.68,58.95,35.32,28.04,30.04,30.82,28.11,28.4,30.01,28.5,46.32,49.37,50.11,29.51,28.46,29.48,31.49,27.82,26.73,28.46,42.09,28.58,39.47,40.03,29.39,29.39,29.32,53.86,45.43,40.35,32.74,43.56,41.79,41.85,43.72,36.84,36.24
38.16,26.83,31.44,60.72,39.2,52.43,28.03,30.64,28.44,31.78,32.67,36.84,28.81,31.93,41.76,29.37,26.81,29.31,29.54,27.39,32.4,26.13,30.14,30.43,26.51,29.39,30.2,26.66,28.52,29.44,29.53,28.22,26.63,32.98,30.61,28.23,33.66,30.32,28.58,26.57,27.44,32.84,46.45,29.61,46.24,35.74,64.71,42.92,33.35,31.52
36.7,27.68,29.61,64.97,33.79,51.43,37.09,29.7,27.06,32.61,28.84,32.52,32.44,40.64,36.91,34.65,28.24,31.7,27.91,28.52,28.58,27.68,29.44,30.11,31.74,28.63,29.01,31.24,26.21,28.99,28.63,28.31,28.88,30.12,26.05,29.18,29.82,25.77,29.13,29.99,36.79,30.17,36.53,45.52,29.76,29.21,28.97,42.28,35.28,35.44,39.5,34.14,44.77,34.44,28.52
