35.42,34.16,30.38,41.67,48.59,66.57,30.46,34.98,36.06,60.29,33.75,29.61,36.23,35.43,33.15,36,31,39.79,40.95,42,38.98,38.73,31.89,92.35,38.12,34.69,56.97,35.92,32.37,36.51,67.57,38.58,31,37.88,41.64,53.6,78.14,52.37,50.28,62.53,40.52
37.08,33.31,39.92,41.63,51.37,30.36,41.24,32.03,32.08,30.89,34.28,35.05,31.71,45.95,38.3,33.1,31.82,34.09,29.85,33.37,30.79,34.58,29.47,33.1,32.73,33.05,35.54,36.87,33.69,39.62,32.04,34.4,31.41,37.18,49.02,42.36,34.74,35.39,52.68,42.92,45.58,38.05,37.31
40.07,32.33,105.49,47.79,54.55,38.3,36.85,32.59,36.04,36.15,44.54,51.96,35.92,29.74,32.11,33.96,31.11,32.82,34.47,30.76,33.9,45.62,33.85,44.01,32.94,35.01,32.97,34.02,53.19,33.6,47.52,44.24,42.02,45.46,38.38,35.74
34.71,32.8,41.93,43.99,61.82,37.08,34.36,35.17,33.83,32.8,34.95,35.17,42.98,48.24,33.69,34.4,32.44,31.78,32.25,34.09,31.45,32.31,32.59,33.44,31.46,34.57,32.52,35.68,34.82,40.29,34.3,31.18,34.67,35.52,61.7,37.38,51.43
