34.86,29.09,27.23,28.41,37.54,28.35,60.9,22.4,33.62,30.22,28.87,32.81,51.5,29.27,29.82,27.87,28.16,31.35,30.52,32.3,29.31,37.76,32.33,37.06,43.5,33.28,41.69,114.84,33.41,31.66,29.39,33.54,33.37,30.99,26.99,35.13,28.77,31,34.48,28.26,29.76,27.18,45.23,31.03,31.99,76.75,76.63,33.36,29.57,31.84,34.32
34.9,29.62,43.13,36.51,66.8,33.53,31.73,29.78,31.3,28.64,30.16,32.09,25.95,29.36,40.61,37.4,30.11,27.93,31.9,27.16,30.45,29.59,28.69,28.11,26.64,30.92,31.08,28.57,27.29,28.07,29.96,26.15,33.45,29.47,31.44,27.94,25.74,51.65,47.27,39.49,30.47,33.71
28.93,27.94,50.74,30.88,66.32,27.71,28.35,30.79,30.97,27.39,33.03,34.01,36.55,35.31,29.18,28.95,32.03,29.55,28.22,27.49,27.14,27.4,27.71,27.91,27.37,27.74,27.91,30.24,25.84,29.65,35.19,26.33,25.8,28.92,30.37,26.21,27.59,29.38,27.57,35.97,30.24,40.38,37.72,30.73,41.51,31.49
30.95,29.37,38.88,27.04,52.19,24.18,30.2,32.02,27.72,27.59,29.78,27.28,32.87,26.8,30.03,37.3,34.33,30.31,26.84,29.68,27.31,28.36,27.78,29.96,26.24,28.58,27.97,28.88,26.45,27.69,30.4,27.25,27.63,28.14,26.77,28.43,29.48,28.91,29.21,31.53,28.99,33.09,28.2,24.76,31.5,31.01,26.12,28.46,26.92,32.68,27.51,28.66,44.45,43.75,27.19
