55.67,33.4,30.19,32.68,41.64,29.21,32.97,31.35,34.34,30.74,32.22,31.35,32.7,35.04,33.47,30.72,32.07,32.55,34.36,34.66,36.79,39.76,33.36,36.88,33.86,29.32,33.01,29.88,33.15,29.55,30.17,31.42,33.5,49.49,134.93,64.59,123.59,65.84,32.98,33.08,32.28,34.31,32.97,31.3,33.43,30.28,30.25,34.17,30.5,31.95,33.72,33.34,33.56,30.3,34.7,31.13,32.96,32.91,29.26,32.82,30.13,31.94,32.57,31.2,34.18,29.7
31.9,52.36,102.23,67.76,46.29,41.94,97.55,82.3,37.08,33.85,30.61,33.32,33.18,35.31,32.37,33.2,29.89,32.57,29.24,33.52,30.46,34.15,30.2,30.62,31.46,33.75,33.07,30.3,32.26,30.8,33.71,29.64,32.82,30.69,30.59,34.63,28.66,33.54,31.82,32.62
36.41,50.23,49.21,138.12,36.06,102.12,110.62,33.9,30.43,34.07,32.25,34.24,30.32,33.56,33.24,31.09,29.82,30.92,34.3,29.62,34.21,32.27,29.5,32.34,31.55,32.74,29.85,29.9,33.28,30.27,33.28,29.67,33.18,31.31,31.45,33.36,30.29,31.97,31.64,32.73,31.28,31.1
32.96,51.67,82.86,124.96,43.28,119.23,68.71,38.28,34.5,30.87,32.92,32.53,34.73,30.26,31.41,31.98,33.75,29.13,33.29,29.97,34.7,31.08,35.46,31.76,34.96,29.57,33.09,31.06,32.64,32.02
