35.93,30.98,30.13,33.5,29.12,33.12,29.21,32.91,30.13,33.48,29.63,30.22,33.14,28.56,33.86,31.01,31.68,31.93,29.6,32.61,31.21,30.23,35.65,32.4,30.47,31.72,32.71,29.96,33.46,29.77,31.72,32.38,31.78,35.98,29.31,29.83,33.81,29.68,32.8,29.69,32.8,29.88,29.86,33.19,30.53,33.09,32.11,31.27,32.08,33.54,40.74,87.69,30.57,33.66,34.23,29.29,33.53,34.32,30.95,33.23,30.7,30.97,32.49,30.04,33.18,29.19,35.14,30.28,34.3,30.83,32.27,32.53,30.02,35.87,30.89,29.66,29.7,32.68,32.28,29.44,34.24,31.17,33.03,30.44,30.83,35.45,31.55,30.31,30.34
42.93,35.34,61.52,30.6,31.23,32.11,32.7,30.51,33.03,32.8,30.51,30.39,32.36,37,30.33,32.88,30.02,32.7,30.61,32.59,30.06,33.56,30.46,31.55,31.45,31.13,33.93,29.04,31.36,33.68,31.36
45.08,31.16,62.07,55.44,30.86,31.61,36.61,30.22,34.04,29.67,33.15,33.42,33.55,34.3,31.49,32.54,29.56,33.08,30.05,33.14,34.45,31,33.21,31.06,29.84,31.36,30.93,35.57,32.06,32.93
43.86,41.24,60.55,34.24,29.6,30.31,32.95,34.31,35.2,29.55,32.1,32.67,34.5,33.72,30.16,31.64,32.44,30.8,30.45,32.87,29.97,32.93,32.25,31.55,32.68,30.28,32.19,31.25
