43.61,33.83,31.46,29.86,32.81,37.48,29.15,33.49,30.45,33.84,30.34,34.28,31,33.86,31.22,34.33,33.74,31.48,30.02,34.74,34.1,37.45,32.19,31.52,31.14,33.04,32.63,30.47,33.09,33.83,31.56,32.73,32.31,32.41,28.72,34.96,39.47,39.21,63.81,40.98,34.26,53.26,40.92,99.47,90.18,47.84,40.35,30.2,35.73,34.07,37.5,33.67,38.19,37.27,34.12,32.43,37.2,32.46,37.28,30.34,39.93,37.43,53.06,38.57,30.91,41.85,34.55,39.04,32.32,37.84,35.02,36.41,29.65,33.26,33.95,33.46,30.87,32.76,32.12,32.88,30.41,36.08,30.5,32.89,33.5,31.28,30.56,31.27,33.6,35.78,30.31,33.61,31.15,33.54,32.81,33.32
43.35,61.95,149.16,80.48,119.8,40.13,35.51,33.46,31.79,32.25,31.36,33.57,36.44,34.02,29.07,32.41,32.2,33.83,33.21,29.31,32.04,37.4,32.48,29.9,32.66,31.76,33.07,34.18,31.7
34.36,40.06,42,123.9,57.74,36.67,127.47,72.77,33.48,33.55,30.05,34.02,33.66,35.56,31,32.92,34.28,29.19,33.22,30.96,33,38.87,32.45,29.5,30.14,33.37,32.23,30.11,35.02,30.38,31.75,31.75,33.6,33.72,30.98,30.08
36.25,42.49,42.31,145.59,47.51,89.44,60.35,64.45,31.18,33.75,30.72,34.66,33.49,34.18,32.01,32.91,29.81,32.66,33.92,34.69,32.34,34.37,31.76,32.57,29.16,33.12,34.43,33.04,29.66,32.21,33.27,33.58
