37.83,32.77,31.81,32.92,29.46,33.22,31.16,32.47,29.97,32.88,33.8,31.76,28.75,31.18,34.99,31.64,30.11,32.71,30.48,32.8,30.27,29.46,33.3,32.43,30.34,31.97,31.72,32.76,30.12,32.22,31.87,43.72,34.91,62.01,31.31,34.05,30.14,30.28,33.68,31.37,30.6,31.99,30.41,31.84,31.2,33.53,29.55,34.39,30.1,30.95,34.05,29.62,33.07,35.31,32.47,29.59,32.94,31.88,33.52,29.59,34.75,31.78,35.49,32.19,34.26,34.05,29.58
54.1,48.59,70.78,34.61,29.92,33.52,34.1,34.16,30.9,30.45,33.45,35.21,31.21,34.06,35.52,33.15,33.69,31.16,32.61,37.05,32.68,29.77,31.68,33.98,28.83,31.12,33.42,32.37,28.91,33.42
44.37,43.17,55.67,36.17,30.89,29.49,29.66,36.95,29.4,32.29,33.15,29.79,35.33,33.03,29.66,33.41,30.13,34.68,30.05,32.11,30.51,34.13,29.29,32.26,32.91,29.83,31.37,31.32,31.49,34.85
46.19,45.55,75.95,31.52,31.39,32.86,35.89,33.8,29.42,32.38,31.42,33.37,33.3,31.92,34.35,32.49,29.88,33.29,29.93,35.1,31.76,34.07,34.12,29.53,33.05,29.29,32.09,33.58,32.22
