51.19,29.2,27.26,31.3,27.76,27.66,40.85,28.96,31.57,28.41,27.93,29,27.8,31.95,29.07,27.86,27.33,30.58,26.34,29.57,30.02,36.23,31.28,31.9,26.76,38.29,33.75,33.94,27.01,35.81,29.36,26.14,28.84,28.03,29.99,31.78,27.61,27.42,31.55,24.86,31.9,25.68,28.19,28.78,29.97,33.43,34.68,90.83,66.34,40.89,35.3,96.72,67.6,48.92,30.2,29,27.84,31.76,28.47,26.86,27.7,28.63,30.35,28.05,28.18,28.63,28.01,29.17,29.07,30.9,26.73,31.42,28.26,29.08,28.13,29.62,27.23,29.16,28.82,33.49,24.88,30.1,26.78,29.56,27.41,28.91
37.3,49.86,76.58,109.16,43.01,125.85,70.04,28.17,30.28,26.63,30.66,29.64,28.08,30.24,29.68,28.48,29.39,26.45,28.66,28.86,27.93,28.52,28.77,26.28,29.77,28.92,28.14,28.46,27.68,27.66,27.97,29.44,25.37,28.99,27.23,29.12,28.08
39.41,50.49,89.92,77.48,45.05,88.43,66.89,58.04,34.92,26.71,29.41,30.07,30.16,27.94,30.86,26.67,29.39,29.25,28.93,27.27,29.51,29.1,29.3,30.6,28.46,27.44,30.74,28.32,28.34,28.88,28.08,27.19,30.8,28.46
28.45,40.56,43.62,117.92,51.14,31.58,33.98,115.68,58.96,28.66,30.04,30.46,29.81,27.57,29.22,30.02,31.79,28.34,28.46,28.97,26.79,28.45,30.5,27.95,30.22,27,27.87,30.12,31.92,29.81,28,27.78,29.83,29.02,28.75,28.26,28.4,28.48,28.4
