36.34,33.94,29.05,32.8,30.85,32.32,33.64,34.27,29.28,31.32,31.42,31.12,34.84,30.33,32.23,32.77,29.79,32.1,31.23,32.06,31.48,31.43,31.79,31.04,32.62,29.58,31.36,34.47,32.08,32,27.77,32.86,29.16,32.85,30.36,41.64,34.37,51.27,47.24,31.14,29.87,31.71,34.09,31.32,31.59,31.47,31.74,31.41,30.69,34.77,28.93,33.08,31.52,32.41,31.58,30.83,33.4,32.84,33.37,30.62,33.89,32.03,31.32,30.37,31.11,31.96,31.12,33.17,31.62,34.91,31.48,29.1,32.06,28.74,32.81,31.27,36.23,34.39,31.53,28.99,33.48,30.32,32.56,29.58,33.25
51.38,34.49,35.29,58.98,29.93,34.87,30.44,33.43,32.67,30.4,30.1,32.81,36.5,34.9,30.69,33.41,29.07,33.38,31.74,31.02,32.74,31.81,33.17,30.8,32.88,30.69,31.1,32.57,33.58,34.24,32.16,31.6,28.87,32.24,30.15,33.42,31,32.83
59.86,56.04,64.91,34.49,31.18,30.75,35.95,28.97,34.39,32.04,33.49,33.32,32.45,32.51,31.15,32.42,32.26,32.19,32.97,32.23,30.82,32.8,28.31,32.69,29.1,33.06,29.11,35.58,32.15,34.1,30.53,28.53,31.06
47.93,41.36,59.25,30.37,30.36,32.42,31.54,34.21,35.11,33.8,29.35,32.74,35.11,35.05,33.35,31.16,30.42,30.81,32.73,32.55,32.03,30.24,33.17,32.94,29.91,32.89,31.28,33.27,31.88,32.24,28.77,31.42,32.85,28.8,31.03,31.31
