50.32,33.84,31.48,32.62,37.68,33.98,28.72,31.61,31.64,32.92,33.04,29.82,34.31,31.81,28.92,32.61,29.97,31.32,33.04,32.64,29.93,30.98,34.1,27.36,31.47,32.76,30.74,30.46,32.84,33.81,30.55,33.35,32.4,33.45,31.37,31.77,30.24,30.77,31.64,29.48,31.92,33.17,32.31,29.09,32.84,55.1,39.97,58.35,38.74,37.87,35.95,99.66,48.42,65.18,29.75,33.87,36.81,30.43,33.33,32.89,32.65,33.11,30.62,32.65,33.76,31.22,36.17,29.84,32.07,33.32,32.37,31.5,29.48,32.2,31.12,31.32,31.3,32.51,31.74,33.79,31.07,37.76,33.58,35.1,39.95,33.23,33.02,33.66,28.34,33.35,31.93,32.76,32.51,34.59,27.76,31.55,31.3,32.17,28.97,34.6,32.01,29.08,31.88,53.78,48.67,39.44,29.05,35.14,30.01,31.27,32.33,37.16,31.73,29.54,35.8
38.67,33.84,63.22,33.38,43.86,38.47,33.37,34.33,28.79,32.33,34.59,34.74,74.78,39.19,32.02,33.05,33.97,36.76,32.75,32.95,39.08
34.23,43.52,57.73,38.29,35.75,31.12,30.46,34.26,29.5,35.82,29.8,32.34,56.82,37.06,31.96,34.59,32.42,30.07,34.5,33.41,36.15,33.63
35.07,43.06,58.63,37.37,33.64,33.69,33.24,32.97,32.68,33.51,31.21,35.63,77.62
