31.43,33.49,30.48,28.79,31.78,31.42,29.82,29.26,32.04,30.6,29.96,32.44,29.2,33.66,32.33,31.67,33.16,29.15,31.41,29.2,32.08,29,33.22,30.3,31.78,30.05,29.21,29.81,31.1,28.43,29.15,31.5,29.24,29.2,30.19,28.73,30.6,31.38,30.38,29.63,29.07,30.49,28.54,31.29,29.57,29.54,30.62,31.81,29.87,46.62,30.48,64.41,31.21,36.32,39.86,30.89,38.12,109.97,68.77,32.03,31.73,30.68,34.45,31.93,30.22,33.98,29.82,32.33,32.77,29.93,30.65,33.4,30.57,31.93,28.84,34.05,28.03,32,29.91,29.15,31.45,29.7,33.87,36.86,35.2,52.48,43.68,42.19,33.3,35.57,32.15,33.27,34.01,34.18,30.94,36.35
43.95,43.71,63.62,36.81,47.49,29.2,32.34,29.4,31.55,34.09,31.09,46.97,55.73,34.95,32,32.83,29.23,32.97,34.9,29.22,35.91,29.56,30.83,29.15,30.51,31.9,34.54,30.82,28.65,32.88
35.44,40.65,58.47,34.27,37.07,34.22,30.53,31,30.37,33.26,32.56,28.76,29.56,43.75,33.73
39.08,38.97,52.64,35.95,36.94,34.29,31.61,28.52,31.9,29.3,33.57,29.17,51.28,61.36,31.04,33.14,29.31,28.95,34.27,35.61,28.93,35.11,29.4,29.55,30.5,31.03,32.02,30.32
